content	lable
깔깔깔 누가 10억에 집 사랬니? 지가 사놓고 불만이야	1
사실 말도 안되는거지 .... 그런경우가 어디 있냐 ... 그냥 위치의 힘을 쓴거지 ....	1
결국 쥬비스 광고글	1
종국시러 진영이가 천만배아까워기래기녀석들 하는짓이라 ㅉ ㅉ	0
근데 누구에요???	1
안보면 그만인데 굳이 그걸 찾아서 쳐보고 자빠진 우리 개돼지들 ㅋㅋㅋ	0
한때 프로토스의 전설 기욤페트리님 축하합니다	1
대한민국 3대 도둑놈 1위 조세형 2위 간장게장 3위 비	1
경제학에 문외한이지만 랩 덕분에 둘이 영원한 라이벌이라는게 뇌에 때려박혀버렸다...	1
이게왜 실검이냐ㅡ	1
유쾌한 코미디 잘봤습니다^^	1
흠 과연 국산차를 진정으로 ㅎㅎ전 이번엔 안삽니다같은 가격이면 값어치를 해쥐야하는데옵션만 화려하지 기본이 안되있는제품을 같은 가격 받는다고 브랜드가고급스러운 것은 아니죠	1
더치페이 안하고 가슴 계란후라이만한 김치년은 그냥 한번 먹고 버려라....메갈워마드 100%다	0
육갑지랄이효리 개.....욕질에...코피...참 삐 귀에 개지라 ㄹ 이효리참 초상엔 가야지 은인린데	0
다 자기 업보예요 김구라가그렇게조언해줬는데ㅠ이제는행복하세요	1
딱 장사꾼처럼 생겨먹었네 백정답게 ㅋㅋ	0
정해인도 별론뎅	1
대배우님 절대 잘못한 거 없어요 힘내세요	1
매회 초반 채널을 돌리게한다. 시선을 붙드려 노력해도 모자랄판에 . 안타까워서 하는말. 시청자가 기다리는 장면으로 바로 내달릴수 없음?	1
최자 별명 + 그 뭣같은 노래만 봐도 최자 때문인거 맞는데 은근슬쩍 논점 돌려서 개소리 하는것 보소 ㅋㅋ 통ㅂㅔ충들이랑 합이 잘 맞아떨어지네	0
씌레기	0
잘못 하나도 안 느껴용 내가.	1
존나귀여워...	0
김정훈은 안나왔으면 좋겠다 아무런 느낌이없다 돈벌러 나온 사람같다	1
술먹고 판사새끼 죽여도 무죄	0
주는것없이 그냥별로 ㅠ한가인 ??????	0
100분토론에서 집값 안떨어진다고 햇던놈은 처벌 안하냐 ㅋㅋㅋ 유튜버도 통제하냐..씨발 존나 웃긴 나라다 처음 경험해보는 나라다	0
놀란 감독 영화를 좋아하지만...이번에는 너무 어려워서 무슨 말인지 이해가 안감..	1
진짜 기대된다!! 파이팅!!!	1
비닐봉지를 씌운 채 라이터를 갖다 댄 거 아닌데..	1
참 어이없네. 평생 살아오며 요즘처럼 먹고살기 힘든적이 없는데 다 미쳐 널뛰네. 국가? 국회의원? 장관? 이놈 저놈 다들 미쳤네. 그저 자기들 밥그릇만 챙기고.. 이렇게 다들 미쳐가는데 그냥 다 불지옥에나 떨어져 디져라	0
믿고보는 송혜교 케미 기대이상 눈호강함 어제는 인물 소개고 오늘부터 본격 스토리겠지 오늘도 기대	1
주민들한테 삽으로 머리를 내리 찍혀야 정신을 차릴려나	0
아 휴가 나갔다가 부대복귀하기싫으면 누구든 전화한통 때리면 부대복귀안해도 되는거였구나~~! 고맙다 가르쳐줘서~	1
미친새끼들 저거 사실상 외압이네 .. 청와대에서 공문보내면 불법아니냐?? ㄷㄷ	0
뭉가 따까리 어용방송 엠 ㅂ ㅣ ㅇ 신의 똥볼...! 요즘 누가 보나요?? 엠 ㅂ ㅣ ㅇ 신...ㅉㅉ	0
연이도 어렸을땐 참 이뻤는데. 이제 40 넘고 퇴물되서 시집도 못가고. 재취자리 아니면 평생 혼자 살아야될 나이가 됐네	0
미디어가 한명의 음식평론가 욕심쟁이 꼰대로 만드는 거 순식간이네 역시 언론은 무서워 .....	1
별게 다 화재다어제부터 실검 오르더만	1
지웅아 치료 잘받고 꼭 살아라 !	1
영상보니깐 팬들 앞인데 몸 터치 했다가 괜한 오해 받을까봐 머리카락 살짝 댕긴거 같던데...보면 살짝 대기고 그 여자아이돌이 그쪽으로 돌아 걸어와서 쎄게 당긴거처럼 보이는거지 살짝 당긴 듯...	1
난 저껌둥이를 엄청 싫어하지만 돈주고 하는것도 죄가된다면 우리나라 남자 80프로는 다잡아가라 돈주고 안해본 사람이 어딨냐 글고 돈죽고하면 당연히 사가시 해주는거지	0
만화 보면서 겁나 진지하네ㅋㅋ드래곤볼 무천도사도 신고해라	1
본넷 열고 허리숙이고 엔진룸보는 자세에서 뒤에서바로 벨트풀고싶었다 물론 팬벨트	0
동명인 걔 예쁘던데 걔 때문에 니가 떡으니 고마워 해라 ‼️‼️	0
지저분하고 더럽고 추악한 더듬이들 내로남불 도루아미타불이다 공정과 정의 사람사는세상이 이런 개같은 나라였나?	0
오늘 집사부 하이라이트 승기 사랑했지만 ^^	1
마른게 크긴크더라	0
정신줄 단디 챙기래이	1
베이비부머 전부 뒤져야 가능한 일이다 한국에선	0
복비 조정해야합니다. 이게 말이되는 금액입니까? 국회의원들 뭐하십니까??	1
여기서 조선인마인드가 왜나오냐 미친새끼야	0
둘이 남매관계 아녀? 친남매는 아니더라도	1
보통의 사람이라면 내가 뭔가 잘못했나? 라고 생각하지만 대부분의 갑질 꼰대들은 냉랭한 반응을 보이면 이새끼가 내 앞에서 띠꺼운 티를 내내? 로 가는게 문제...알지만 적용 못하는 이유ㅜㅜ	1
정말 한심하군	1
강씨는 갈수록 입 짧은 햇님 닮아가네. 먹방 잘하게 생겼어 ㅋㅋㅋ	1
ㅋㅋ 얘 귀엽다 개따먹고싶네	0
중국 러시아는 뭐다? 입만 열면 구라	1
목포 조폭이랬는데 알고말해.여리긴 시발지사형당해 쳐우는게 여리댄다ㅂㅅ	0
난 왜 이부진이 생각나는걸까?	1
근데 아이즈원은 딱 지금멤버가 조화롭고 이쁜데... 굳이 건드려야하나?	1
아이고 연예인 못믿는다ㆍ너무다들 연옌 부러워할거없음ㆍ이용진을 못믿는다는게 아니라 연예인세계가 그렇더구만ㆍ단 유재석은 믿겠더라 ㅋㅋ	1
연기도 넘 잘하시고 훌륭한 배우라고 생각합니다..항상 건강하시고 응원합니다^^	1
쌈디 조타~	1
구혜선이 인스타 글만 올리면 준비했다가 기사올라오고 댓글들 순식간에 달리고..이상하다는 분 많네요.저도 연예소속사 비리 국민청원원해요~~밖에나가도 이상하다는 분들 많아요	1
바람이 죄도아닌데 뭘... 이젠 시대가 바꼇지. 잎선이도 종국이처럼 자유연애하고 그래라. 21세기다.	1
할아버님 걱정마세요. 김이박 성씨 대부분은 짝퉁입니다. 조선말에 돈주고 사거나 자기 주인마님 성씨 따라간 머슴들이 대부분이지요.	1
방금 영화 노트북봤는데..가슴이 아련하네요...맘이 왜이렇게 아프지..ㅜㅜ	1
지프타밧니? 개쓰렉이다. 그래서 펠리세이드로 바깟다. 수입차 타보고 뎃글달기~	0
여자한테 꽃이라는 표현은 좀 그렇네요	1
제발 라이브도 키지마세요 기사로 올라오는 글도 보기 싫어요	1
일본이 지금 평균 신규 채용보다 퇴직자가 더많아 현시점 고령화 일본이 너무 압도적이라 당장 취직자체는 확실히 많이 열려있음다만 단점은 전세문화는 우리나라뿐이라 자리 잡을떄까지 월세압박 좆될거임	0
으이그!!윤진이 얄미웡..ㅠㅠ	1
박나래는 이거 때문에 짠내투어 나간거?	1
복비.. 사악하다.. 앉아서 돈먹기인가.. 이러니 집값이 안떨어짐 중계업자들 먹여살리느라.. 서민들은 등꼴빼먹는격..나라에서 부동산거래해달라.. 저렴한복비 업체들 정부가 마련해달라	1
신지수가 누구여	1
외국에서 가장 인종차별 당하는건 흑인이 아니라 동양인	1
차은혁이 진짜 나쁜놈인데 결혼식때 남편있는 딴여자한테 키스하고 채린아 걍 문재상한테 가. 지하방에사는 운전기사가 뭐니~ 수준 떨어지게ㅋ	0
역시 엠벵신 정권의 개 조작방송의 히로인답네 최자를 걱정하며 조심스럽게 만들었다고?? ㅋㅋㅋ 개돌아이 피디아냐??? 칼로 쑤시면서 다칠까봐 정말 걱정했다..... 이거냐???	0
젤 공장충들 화장실에서 오줌 모아놨다가 젤에 넣음	0
스카이캐슬과 같은 긴장감 몰입도 ㅋㅋ	1
죄송하면 죽어	0
저거들 고향 젓라도 아닌가요?	0
최진혁 연기 쩌네. 오늘 연기 지렸다	1
넘 귀엽고 예쁘고 단아한 느낌이네요	1
이봐요 미친놈씨	0
일해회 4계열사 인력소 직원 전 흑곰파 행동대장 빅딜이랑 싸우다가 크게 다쳐서 은퇴한건가	1
아유~~~~예뻐라!^^ 밝게 맑게 커라~♥	1
좃선이 간접광고 해주는구만	0
솔까 못 생김... 흑인 주제에	0
마누라 하나 못 잡고 잡혀서 사는 호구 병신 보빨러들이 얼마나 많길래 저러냐?	0
막상 영남공대 금오공대도 소수들만 취업 잘하지 거의 70~80 좆소 따리인데 딸 존나 치면서 서성한 인문상경보다 취업 잘된다는 꼴.....	0
배민 홍보기사네.....	1
설리가 이뻐서 질투하는 한녀들 겁나 많네 ㅋㅋ 이쁜게 부러우면 부럽다고해	0
내 친구도 와이프 눈코해서 괜찮게 생겼는데 딸래미 낳고보니 개빻았더라친자검사 해봐야 하나 싶은 수준임	0
씨발 이걸 모른다고?면허 반납하자	0
개찐따 답네 ㅋㅋ	0
(현재 호텔주인 심정) 아18 난 마른하늘에 날벼락맞고 호텔망하게생겼는데 누군 계속 추모받네....	0
문제인 🐕🦜끼야 너가 인간이냐 . ㅅ ㅂ ㄴ ㅇ	0
일화 누님이 얼마나 이쁘신데	1
똑 떨어져라 시벌련	0
ㄴㄴ 제일 딸리는건 니 아이큐 아님??ㅎ	0
신혜성 이넘이 다 말아먹었지.. 도박 상습범에 음주운전까지	0
헐리웃스타들은 왜 월드라는단어가붙는지 보면서 이해가되는게 똥폼에 가오잡는게 아니라 본인 이미지생각을 안함	1
벌은 받아야지	1
또시작이다 피디와 그나부랭이가 부추기는백종원 좀비 써프라이즈 백종원이 프랜차이즈 광고비는 내냐한시간 이면 몇십억이데이 ㅆ 브 ㄹ 뇌가앖는 좀비 빙신 눈깔들 하군오늘도 맛난 설탕 한스픈 하쥬	0
감우성 연기 완전 대박 ㅠㅠ초딩 아들들이 울었네요ㅠㅠ최곱니다*!!!!	1
씹엠생오타쿠일뽕좆병신들이 지들인생좆망한걸 울분토하는 진짜감정쓰레기통으로 전락해버렸음	0
남이사 성형을 하든말든~~ 자기얼굴 자기가 고치겠다는데 배놔라 감놔라 말들이 많아 니돈 으로 하겠다냐??	1
당연한거 아니냐? 한자리까지 갔다 이지경이 된게 사이비 교회 스레기들 땜시 이리 된건데 저 보통 사람들은 사이비 교회땜시 피해지가 된건데 정작 잡아야할 사이비 교회 스레기들은 가만 놔두고 엄한 선량한 사람들만 잡는건 똑같은 스레기 짓거리 아니냐?	0
코로나가 지나고 더 나은 세상이 되길 기도합니다..	1
그럼 정용화에게 사과 하세요	1
김생민도 보고싶어요 ㅠ	1
그래도 유혹자 포상휴가는 가야죠	1
애들을 주워왔나	0
2020년에 보는 사람 손 ?? 대단한 영상을 이제서야 보내요	1
미애가 이쁘긴해	1
이재명 얼굴 보이지 마라! 역겹다.	0
애기 넘 이쁘당^^*	1
유시민과 관련된 구린것도 없애버리네 저 미친 시발 새키가	0
본인 준틀딱이라 도저히 이해가 안가는데... 일종의 놀이문화 아닐까?... 펭수도 그렇고... 모르겠다	0
이렇게 욕먹어도 막상 나오면 음원차트1위함 ~	1
강간범을 강간하는 강간범이라니... 다크나이트인가...	0
삼일한 시급한 피싸개년들 존나많네 몰려와서 쿵쾅쿵쾅거리면 다되는줄아나 죽통 빠개기 전에 개짖는소리 그만내 꼴페미새끼들아	0
정말 드릅게 꽉막힌것들 천지네 맨날 아이돌이나 ㅊ ㅕ빨고 남자같은 여자랑 사귀는 너네나 걱정하셔	0
저거 노인들이 들으면 기분 더러울듯ㄷㄷㄷ	1
이엘리야 보면 혓바닥만 생각남 ㅠㅠㅠ	1
무슨 해외영화 보는 것 같네	1
이랬는데 범인 강하늘	1
와 멋지다 잘하시는 겁니다	1
지가 패드립 치고 지가 열받고 ㅋㅋ	0
로이킴은 아니라며... 아니라며!!	1
기안도 그렇고 느그들이 쳐 안보면 되자나!!!xx년들 저게 머가 문제인지 말해봐 웹툰일뿐인데 어휴 ㅅㅂ	0
기다렸어요!! 또 먹을준비됐나 내 위장 ???🤔	1
보험회사 하이애나 새끼들. 과실 어떻게든 잡으려고 하는게 느껴지네요.	0
엄마기다리다라는 말은빼라..그럼 이 엄마는 어떻게 사냐? 이 기레기새꺄. 대가리에 뭐가 들었으면 기사제목을 이 따위로 쓰는거야? 음주한새끼보다 엄마가 더 잘못한것처럼 제목을 써놨네..	0
아직 한국여자랑 결혼하는 등신이 있냐	0
방송국 놈들이항 짜고 하는 상황일 가능성이 농후	1
다 지나간 일을 굳이 다시 끄집어내고 악플로 보내놓고 또한사람 죽이려고 제작했나보다 설리가 불편한게 아니라 이런 거지같은 프로 만든 담당자 엠빙ㅡ신이 더 불편하네	0
김치년들이 문제야	0
눈물날거같다	1
니 애가 불쌍타너욕하는게아니고 진심임애는 뭔죄냐	0
2002년도 여름에 봤는데 서지영이랑 스포츠카타고온거...18년전이네 ㅎㅎ	1
둘다 병신새끼들인데 잘만났구만	0
이재명 이 노마! 개소ri좀 그만 쳐해라	0
신정환 출연시킨뒤로 관심끊은 프로	1
역시 댓글 비율 봐.. 30대 한남들아 ㅋㅋ	0
블로그도 있던데... 요기... 다른 사람 블로그에 올린 후기에 댓글도 다시던데...	1
그 대부분의 악플이 여자고 지금 김희철도 당하고있지	1
왜이리 못생겨졋누	1
근데 박보검이랑 나오는 드라마는 도저히 못 보겠다.....	1
스페셜 방송 너무 좋아요. 끝나는거 너무 아쉬워요.	1
하 지금도 이쁜디 더이뻐지믄 우케요 ㅋ 지방을 들어내셨다니 축하 하드레요 응원 합니다	1
일베새끼들 하고 싶은말 많으면서 아끼는거 보소 ㅋㅋㅋ	0
뇌가리에 우동사리 가득한 것들아?	0
마누라 큰놈 낳고 초유가 안나와 빨아라 해서 빨아 묵음 좃같더라	0
웹툰작가인가? 뭔 개 좆도 아닌소리를...	0
그래도 사생활 깨끗하게 본인이 노력해서 돈 벌었다니까 잘 사신듯	1
생각보다 몰입해서 그런지 혐스러웠아용 ㅜ 그냥 도전적인 볼만한 영화같습니다	1
도태녀들 지금 단체 생리즁	0
그만좀비꼽시다ㅡ솔직히 딸이 대세니 그냥 할수있는말같은디ㅜ왜들그렇게...그냥..건강히 낳길 축복해줍시다~	1
성매매가 합법인 나라도 있고일반 남자분들도 태국이나 어디 그런여행 가지 않나?그런게 모가 대단하다구..강간하거나 성폭력을 사용한건 아니자나그런 사람들한테는 잠잠하구엄한 애만 너무 잡들이 하네이제 그만좀......	0
죄진것도 아닌데 잘살라고 냅둬라	1
뭐야 저게ㅠ 완전 여장 남자같잖인ㅡㅡ 처음 cf나올때가 진짜 이뻤는데..여자보다 예쁜 트젠이었어	0
히잌! 기저귀 찬 년들이 군대 군대 주댕이 털고 자빠졌노ㅋ( )	0
미친 mbc...	0
와 이 뉴스를 보고 또 힘이 난다 당장고백하러간다.	1
물론 은혜의강 같은 멍청한집단은 욕먹어도 쌈. 욕 더먹어야됨	0
마춤법 틀릴수도 잇지 게세끼야	0
저 할매 진짜 주접킹이시네. 며느리 삼고 싶다고 하면 박은혜가 아이고 감사합니다 이래야 합니까? 토니안보다 박은혜가 훨씬 아까워요.	0
비혼주의자 무자식 기혼자 진짜싫다나라걱정도 좀 해라	0
저것들도 검사라고 최소한 검사로써의 자존심도 없는것들	1
항상 현빈 씨는 배역이 비슷비슷 인생 그저 먹는 싹아지 없고 무례한 한남충 실장님에 이혼 3번 씩한 바람둥이에 귀신같이 캐스팅 이번 캐릭도 또 한남충	0
